"编号","所属产品","平台/分支","所属模块","所属计划","来源","来源备注","研发需求名称","描述","验收标准","关键词","优先级","预计工时","当前状态","所处阶段","类别","T","B","C","由谁创建","创建日期","指派给","指派日期","抄送给","评审者","评审时间","由谁关闭","关闭日期","关闭原因","最后修改","最后修改日期","细分研发需求","相关研发需求","重复研发需求","附件"
"766","老彩票迭代需求(#14)","","","","","","【前后端】弹窗公告消息改造","可以支持启用多个弹窗，当多个弹窗都启用时候，后端把所有开启的弹窗加上排序值一起返回给前端。
按照多个窗口让会员逐个关闭即可
比如同时开启3个弹窗排序为 6 ，4 ，1
会员登陆时候，3个弹窗依次展示
首先看到的是6弹窗，点击确认后，关闭6的弹窗，看到4弹窗，点击确认后，关闭4的弹窗，看到1弹窗，点击确认后，关闭1的弹窗
<img src=““{4760.png}““ alt=““““ />


<img src=““{4761.png}““ alt=““““ />","","","3","","已关闭","已关闭","功能","","","","Jay","2025-01-10 13:37:16","closed","2025-01-14 12:03:00","","","","Jay","2025-01-14 12:03:00","done","Jay","2025-01-14 12:03:00","","","","",""
"767","老彩票迭代需求(#14)","","","","","","【后端】会员详情处新增一个本次打码倍数","<img src=““{4772.png}““ alt=““““ />
增加本次打码倍数


本次打码倍数 = 累计打码量/需要打码量      需要打码量为0时候显示  --","","","3","","已关闭","已关闭","功能","","","","Jay","2025-01-11 13:34:48","closed","2025-01-14 12:02:52","","","","Jay","2025-01-14 12:02:52","done","Jay","2025-01-14 12:02:52","","","","",""
"768","老彩票迭代需求(#14)","","","","","","【前端】AR045要求更新印尼语多语言","运营要求更新以下多语言翻译文档 印尼语 的内容, 现文档内容是运营修改后的。
551  进行中 (印尼语)
2423 锦标赛 (印尼语)
2426 未开始 (印尼语)
2431 立即参加 (印尼语)
2851 假设你邀请会员A，在%d天内 (印尼语) 


以上数字为行数，需要协助更新下","","","3","","已关闭","已关闭","功能","","","","Jay","2025-01-13 16:53:59","closed","2025-01-14 11:31:17","","","","Jay","2025-01-14 11:31:17","done","Jay","2025-01-14 11:31:17","","","","",""
"769","老彩票迭代需求(#14)","","","","","","【后端】用户电子钱包Easypaisa和jazzcash编辑修复","后台【会员管理】【用户电子钱包】中Easypaisa和jazzcash编辑修改，没有显示手机号，修改姓名会提示手机号不符合规则
<img src=““{4786.png}““ alt=““““ />


编辑类型23，24的时候需要把手机号码加出来，确保可以正常修改姓名等
<img src=““{4787.png}““ alt=““““ />
","","","3","","已关闭","已关闭","功能","","","","Jay","2025-01-14 11:59:40","closed","2025-02-13 18:50:38","","","","Jay","2025-02-13 18:50:38","done","Jay","2025-02-13 18:50:38","","","","",""
"771","老彩票迭代需求(#14)","","","","","","【前后端】首存负盈利手动申请调整","新会员首存负盈利调整


新增状态 “未提交”


手动派发模式下，原来生成的符合首存负盈利申请条件的数据，统一从“审核中”状态变未“未提交”


前后端交互：
前端获取到“未提交”状态，显示可点击按钮，点击后发送请求把对应的数据从“未提交”变成“审核中”，（前端按钮展示对应变化）
按钮文本使用多语言字符串：activityApply    显示 Apply


后续流程保持不变
前端还需要调整多语言文本：activityTip9  调整为  达标会员在此页面手动申请彩金     Qualified members can manually apply for bonuses on this page

","","","3","","已关闭","已关闭","功能","","","","Jay","2025-01-21 18:17:10","closed","2025-02-13 18:51:08","","","","Jay","2025-02-13 18:51:08","done","Jay","2025-02-13 18:51:08","","","","",""
"772","老彩票迭代需求(#14)","","","","","","【后端】统一权限控制导出数据涉及会员账号字段","新增一个权限， 全局控制后台中所有导出数据行为的敏感信息展示（会员账号）
参考：
会员列表增加权限：全局导出手机号
此权限勾选后，导出数据才能显示完整的账号信息
未勾选此权限时，导出数据如果有账号信息，统一加密","","","3","","已关闭","已关闭","功能","","","","Jay","2025-01-24 20:11:42","closed","2025-02-13 18:50:13","","","","Jay","2025-02-13 18:50:13","done","Jay","2025-02-13 18:50:13","","","","",""
"773","老彩票迭代需求(#14)","","","","","","【前后端】代理后台推广数据调整","<img src=““{4844.png}““ alt=““““ />
代理中心，团队下级数据

从原来的数值显示，改成对比前一天的变动百分比展示

比如
团队下级
昨日注册100
充值人数100
充值金额10000
首冲人数50

今日注册120
充值人数90
充值金额11000
首冲人数52

展示
注册人数+20%
充值人数-10%
充值金额+10%
首冲人数+4%


即每一项都按照：（今日人数-昨日人数）/昨日人数
当0变成有数据时，展示+999%
有数据变成0时，展示-100%
小数点后直接舍尾（不显示小数点）","","","3","","评审中","未开始","功能","","","","Jay","2025-01-24 20:33:57","","","","","","","","","Jay","2025-01-24 20:36:32","","","","",""
"774","老彩票迭代需求(#14)","","","","","","【后台】短信验证码查询限制调整","【会员管理】-【短信验证码查询】从原来的只能查询2分钟内的验证码调整为
能查询对应手机号码最新申请的一条短信验证码（无论是否使用过都只给最新的一条）","","","3","","已关闭","已关闭","功能","","","","Jay","2025-01-27 12:56:09","closed","2025-02-13 18:50:49","","","","Jay","2025-02-13 18:50:49","done","Jay","2025-02-13 18:50:49","","","","",""
"775","老彩票迭代需求(#14)","","","","","","【前端】充值页面默认选中类型优化","进入充值页面时，默认选中GetPayTypeName里面sort值最大（值一样大就选第一条）的类型，仅改变选中，其他不做任何内容调整。
如图中选中Arpay，如果RSNpay配置了个60，则进入默认选中RSNpay，仅改变选中，其余的排序等结构都保持原样不要做任何调整。
<img src=““{4856.png}““ alt=““““ />","","","3","","已关闭","已关闭","功能","","","","Jay","2025-02-03 13:40:19","closed","2025-02-04 11:50:20","","","","Jay","2025-02-04 11:50:20","done","Jay","2025-02-04 11:50:20","","","","",""
"776","老彩票迭代需求(#14)","","","","","","【后端】首页排行榜数据返回真实头像昵称","<img src=““{4859.png}““ alt=““““ />
当前首页排行榜页面，头像和昵称为随机生成，每次刷新都会变更
期望调整后：头像和昵称与真实用户匹配（从奖金数据对应的会员获取）


接口为 GetDailyProfitRank    
前端从penarikanList中获取数据
<img src=““{4860.png}““ alt=““““ />","","","3","","已关闭","已关闭","功能","","","","Jay","2025-02-04 13:02:10","closed","2025-02-13 18:50:04","","","","Jay","2025-02-13 18:50:04","done","Jay","2025-02-13 18:50:04","","","","",""
"777","老彩票迭代需求(#14)","","","","运营","","【后台】增加充值通道数据纸飞机推送功能","后台新增功能
配置管理->配置开关  增加“充值通道数据小飞机推送”开关
  开关开启：每10分钟向飞机机器人推送充值通道数据（只推送开启状态的通道，禁用的通道不推）
  开关关闭：则关闭消息推送，不再推送
参数配置新增一个“充值通道飞机推送间隔时间”
   默认为10分钟，最短间隔时间为5分钟，最长间隔时间为24小时
   （每次修改完之后，按照修改的时间重新计算时间推送）


小飞机推送字段及说明
管理后台每10分钟向纸飞机推送三方通道充值数据（推送的数据都是截止到当前时间点的当日统计数据，到第二天后重新统计并推送）
一个站点一个独立的小飞机机器人
发送字段如下
  字段提示（环比统计）：
    “今日订单成功率为【29.41%】，环比昨日25.00% 
    今日平均订单成功率为【15.92】%，环比昨日0.32%”
（充值成功率公式为：充值成功笔数/充值总笔数x100%=充值成功率
    今日订单成功率公式为：所有开启通道之和/当前通道的数量=今日订单成功率
    环比值计算公式为：（今日数据-昨日数据）/昨日数据x100%=今日环比值）


  统计字段（当日数据统计）：
  推送的三方通道按照成功率从上往下排序
    “通道代收成功率统计
    三方名：三方通道名称
    发起数：当前通道用户当日发起的充值次数
    成功数：当前通道成功充值数量
    成交额：当前通道成交总额
    成功率：当前通道当日成功率
    报错数：报错数统计当日通道报错的次数汇总”


跨天的单为低频的场景，按照正常对应的时间进行统计即可
当天的24:00:00推送一条全天的数据汇总（若距离上一条的推送信息间隔时间少于5分钟，则无需推送）




以下内容做参考：
<img src=““{4878.png}““ alt=““““ />","","","2","","激活","未开始","功能","","","","beck","2025-02-08 20:37:20","Jrise","2025-02-10 19:49:38","","B:beck(#beck)","2025-02-10 19:49:34","","","","beck","2025-02-10 19:49:38","","","","",""
"778","老彩票迭代需求(#14)","","","","","","【前端】巴西站点访问增加弹窗","第一次打开时，需要弹出弹窗，参考
<img src=““{4882.png}““ alt=““““ />
<img src=““{4883.png}““ alt=““““ />
如果拒绝就弹出弹窗，提示年龄低于18岁无法提供服务，然后确定后继续弹上面的弹窗。。。。无限循环
满18岁就正常。Cookie保存，下次不再弹。","","","3","","已关闭","已关闭","功能","","","","Jay","2025-02-12 18:49:38","closed","2025-02-14 17:41:40","","","","Jay","2025-02-14 17:41:40","done","Jay","2025-02-14 17:41:40","","","","",""
"779","老彩票迭代需求(#14)","","","","","","【后台】锦标赛配置增加按模板新增","<img src=““{4884.png}““ alt=““““ />


点击  根据模板新增 弹出
<img src=““{4885.png}““ alt=““““ />
输入锦标赛ID确定后，打开添加锦标赛页面，根据选定的原有配置填充新建的数据，活动日期可以不复制，也可一并复制怎么方便怎么做。
<img src=““{4886.png}““ alt=““““ />



","","","3","","评审中","未开始","功能","","","","Jay","2025-02-13 18:19:46","","","","","","","","","","","","","","",""
"784","老彩票迭代需求(#14)","","","","运营","","【后台】代付通道列表新增字段“今日已提交金额”","后台->支付管理->代付通道->列表


新增字段“今日已提交金额”
今日已提交金额：统计每个代付通道今日提现状态已提交笔数的总和




<img src=““{4907.png}““ alt=““““ />","","","2","","激活","未开始","功能","","","","beck","2025-02-20 19:12:43","Jrise","2025-02-20 19:12:58","","B:beck(#beck)","2025-02-20 19:12:51","","","","beck","2025-02-20 19:12:58","","","","",""
"786","老彩票迭代需求(#14)","","","","","","【前端】新增前端维护页面","新增H5 IP维护页面，IP受限制时挂出此页面，页面上的客服按钮调用对应站点的客服链接


页面如下（具体以UI提供的为准）
<img src=““{4934.png}““ alt=““““ />","","","2","","激活","未开始","功能","","","","beck","2025-02-21 20:42:45","Darrell","2025-02-21 20:43:11","","B:beck(#beck)","2025-02-21 20:43:06","","","","beck","2025-02-21 20:43:11","","","","",""
"787","老彩票迭代需求(#14)","","","","","","pwa优化","1、彩票客户端的pwa需要防封
a，任意域名登录的用户，下载pwa后进入的域名需要不固定，且域名封禁后仍可进入


2、工单系统-pwa模块
a，推送功能与pwa配置跳转，需要完全独立。推送相关不配置情况下，需要正常使用和跳转
b，应用商店页面，点击下载按钮。 由原来的1秒内无法下载就跳转彩票客户端。调整为6秒，点击下载，前端判断无法下载、已下载情况才跳转
—— 需要尽可能兼容安卓各机型能下载pwa","1、彩票客户端，不配置安卓包情况下（下载pwa）
下载后进入pwa的域名封禁后，也要能进入彩票（其他域名）—— 模拟封禁域名


2、工单-pwa配置要求调整。 新增一个域名，只配置跳转。需要能正常使用
3、工单-pwa，应用安装页。已安装，直接进入对应彩票客户端；未安装，6秒后进入彩票客户端。
谷歌浏览器，安卓机，需要基本能安装","","3","","激活","已立项","功能","","","","tiger","2025-02-22 11:54:12","beck","2025-09-16 19:08:30","","","2025-02-22 11:54:56","","","","Erde","2025-09-16 19:08:30","","","","",""
"789","老彩票迭代需求(#14)","","","","","","【前端】翻译调整","对语言翻译2592行，  cumulativeDeposits  的英文需要更新下<img src=““{4999.png}““ alt=““““ />","","","3","","已关闭","已关闭","功能","","","","Jay","2025-02-24 12:19:18","closed","2025-03-01 17:52:36","","","","Jay","2025-03-01 17:52:36","done","Jay","2025-03-01 17:52:36","","","","",""
"790","老彩票迭代需求(#14)","","","","","","【前端】黑色电子版面加进前端新saas彩票主分支做换肤","前端需将当前的黑色电子版面写进新彩票saas主分支做换肤
UI需对当前运营站点的黑色电子版面和设计稿进行比对，设计稿的底色色值/页面的元素/icon/页面排版等，所有内容必须与线上的黑色电子版面一致（以线上黑色电子版面为准）","","","1","","评审中","未开始","功能","","","","beck","2025-02-27 13:13:28","peggy","2025-02-27 13:13:28","","","","","","","","","","","","",""
"791","老彩票迭代需求(#14)","","","","运营","","【前端】arupipay收银台从外跳，修改为内嵌","需求如下


<img src=““{5028.png}““ alt=““““ />","","","3","","评审中","未开始","功能","","","","beck","2025-03-03 17:03:49","","","","","","","","","","","","","","",""
"792","老彩票迭代需求(#14)","","","","","","【前端】葡语翻译调整3-4","所有巴西站点（ar002  003 019 038 040 074 ）调整葡萄牙语翻译
见多语言表1766行，下图红框内
<img src=““{5036.png}““ alt=““““ />
当前表中已为最新。


前端位置在推广页面如下位置
<img src=““{5038.png}““ alt=““““ />","","","3","","已关闭","已关闭","功能","","","","Jay","2025-03-04 11:23:53","closed","2025-03-05 18:01:52","","","","Jay","2025-03-05 18:01:52","done","Jay","2025-03-05 18:01:52","","","","",""
"795","老彩票迭代需求(#14)","","","","","","[ 前端 ]ARUPIpay优化成为彩票内置页面","图1 页面为收银台的


(图1)
<img src=““{5454.png}““ alt=““““ />


以下页面为申诉的
<img src=““{5458.png}““ alt=““““ />


<img src=““{5459.png}““ alt=““““ />


<img src=““{5460.png}““ alt=““““ />","","","1","","评审中","未开始","功能","","","","beck","2025-03-11 16:46:03","peggy","2025-03-11 16:46:21","","","","","","","beck","2025-03-11 16:46:21","","","","",""
"796","老彩票迭代需求(#14)","","","","","","[充值通道]ar upi pay前端需求优化","有关ARupipay的相关需求如下方截图


<img src=““{5511.png}““ alt=““““ />
<img src=““{5512.png}““ alt=““““ />
<img src=““{5513.png}““ alt=““““ />","","","1","","激活","未开始","功能","","","","beck","2025-03-12 22:35:29","peggy","2025-03-12 22:35:48","","B:beck(#beck)","2025-03-12 22:35:40","","","","beck","2025-03-12 22:35:48","","","","",""
"799","老彩票迭代需求(#14)","","","","","","【前后端】优化当前含有AR UPI 未完成的订单，各状态间的弹窗提示","根据下方需求中的内容进行调整


<img src=““{5645.png}““ alt=““““ />","","","1","","激活","未开始","功能","","","","beck","2025-03-17 17:22:10","peggy","2025-03-17 17:22:21","","B:beck(#beck)","2025-03-17 17:22:16","","","","beck","2025-03-17 17:22:21","","","","",""
"800","老彩票迭代需求(#14)","","","","","","【前端】ARUPI充值通道从长条的修改为方块展现形式","如下图，目前是类似ARB的展现形式，修改为下方的九宫格展现形式


<img src=““{5682.png}““ alt=““““ />","","","1","","激活","已立项","功能","","","","beck","2025-03-18 17:45:28","peggy","2025-03-18 17:45:45","","B:beck(#beck)","2025-03-18 17:45:41","","","","beck","2025-03-18 17:45:45","","","","",""
"802","老彩票迭代需求(#14)","","","","","","代理后台优化","活动管理红包派送页面，线上偶发切换英文语言卡死现象，后端接口已修改了占位符和部分字段做了urlencode编码，前端需同步做修改","","","3","","激活","已立项","功能","","","","tiger","2025-03-19 17:40:38","peggy","2025-03-19 17:42:57","","","2025-03-19 17:42:53","","","","beck","2025-09-06 14:15:17","","","","",""
"803","老彩票迭代需求(#14)","","","","","","代理后台优化","活动管理红包派送页面，线上偶发切换英文语言卡死现象，后端接口已修改了占位符和部分字段做了urlencode编码，前端需同步做修改","","","3","","激活","已立项","功能","","","","tiger","2025-03-19 17:41:18","tiger","2025-07-05 22:35:59","","","2025-03-19 17:42:32","","","","beck","2025-09-06 14:15:27","","","","",""
"804","老彩票迭代需求(#14)","","","","","","【后端+PHP】USDT增加支持三方补建订单（会员直接转账三方）","参考流程如下，PHP和后端约定好接口，确保足够信息建立平台订单（如三方信息，钱包地址，时间等）
php方需要实现三方要求的接口，并把新建完的订单信息给到三方，我们只需要完成订单创建，三方会进行订单的回调。后续新的三方有类似需求，只要是usdt的php都按照统一方式给到
<img src=““{5714.png}““ alt=““““ />


<img src=““{5715.png}““ alt=““““ />","","","3","","评审中","未开始","功能","","","","Jay","2025-03-20 14:21:02","","","","","","","","","Jay","2025-03-21 12:04:22","","","","",""
"806","老彩票迭代需求(#14)","","","","","","【域名管理后台】增加CF网站速度优化管理页面","参考原型
https://ar-prototype.pages.dev/other/cfspeed/cfb
根据CF的 接口限制，可以尽可能从单个操作调整到批量操作，表单筛选条件可以适度使用当前系统已有的常用条件","","","3","","已关闭","已关闭","功能","","","","Jay","2025-03-21 20:21:08","closed","2025-04-02 14:07:09","Tomas(#Tomas)","Jay","2025-03-21 20:32:37","Jay","2025-04-02 14:07:09","done","beck","2025-09-06 14:16:41","","","","",""
"808","老彩票迭代需求(#14)","","","","","","增加了下载pwa时的进度条","之前谷歌应用商店点击下载后，是后台任务，用户无法得知是否在下载，是否下载完成
按竞品的下载弹窗进度条，增加了弹窗提示
<img src=““{5751.png}““ alt=““““ />","","","3","","激活","已立项","功能","","","","tiger","2025-03-22 14:17:23","tiger","2025-09-16 19:11:28","","","2025-03-22 14:18:39","","","","Erde","2025-09-16 19:11:28","","","","",""
"811","老彩票迭代需求(#14)","","","","","","【前后端】多语言新增“泰米尔语”和“泰卢固语”","后端KEY值为：
/// 
        /// 泰米尔语
        /// 
        [Description(““泰米尔语““)]
        ta = 13,        /// 
        /// 泰卢固语
        /// 
        [Description(““泰卢固语““)]
        te = 14,



","","","3","","激活","未开始","功能","","","","beck","2025-03-22 18:01:20","Darrell","2025-03-22 18:01:31","","B:beck(#beck)","2025-03-22 18:01:27","","","","beck","2025-03-22 18:01:31","","","","",""
"812","老彩票迭代需求(#14)","","","","","","【后台】彩票-摩托车后台内容","老后台新增模块【motorace】和wingo等菜单平级如
<img src=““{5752.png}““ alt=““““ />
具体子菜单原型如下：


https://ar-prototype.pages.dev/backend-old/motorace/period","","","3","","已关闭","已关闭","功能","","","","Jay","2025-03-22 19:04:52","closed","2025-04-24 11:53:38","","","","Jay","2025-04-24 11:53:38","done","beck","2025-09-06 14:16:30","","","","",""
"815","老彩票迭代需求(#14)","","","","","","【前端】AR077的首页版面，新增余额模块","AR077的版面，首页增加余额模块“包括余额显示，充值提现”，处理逻辑与91club的新版面一致


<img src=““{5757.png}““ alt=““““ />","","","2","","激活","未开始","功能","","","","beck","2025-03-24 13:02:08","beck","2025-09-16 19:12:07","","","","","","","Erde","2025-09-16 19:12:07","","","","",""
"816","老彩票迭代需求(#14)","","","","","","【前后端】视频wingo辅助显示屏幕","原型参考
https://ar-prototype.pages.dev/lgame/vwgo-screen/


前后端自行沟通对应的消息推送，满足如下功能即可：



  ### 1. 显示设置
  - 支持网页全屏显示
  - 页面布局自适应不同屏幕尺寸

### 2. 期号显示（主体部分）
  - 显示当前期号信息
   - 包含““On Sale““标志
  - 开奖结果展示流程
   - 显示上一期期号和开奖结果
   - 结果展示完成后自动移除
   - 继续显示当前期号
  - 期号自动切换
   - 本期售卖完成后自动切换到下一期

### 3. 信息展示
  - 顶部跑马灯
   - 用于展示系统推送消息
   - 支持实时更新
  - 右下角时间显示
   - 用于增加公信力
   - 注：如有条件，建议使用专用平板（支持显示手机号码和接听电话）进行时间展示
","","","3","","已关闭","已关闭","功能","","","","admin","2025-03-24 13:29:45","closed","2025-04-24 11:53:30","","","","Jay","2025-04-24 11:53:30","cancel","beck","2025-09-06 14:16:19","","","","",""
"817","老彩票迭代需求(#14)","","","","","","【前端】ARUPI 收银台页面优化调整","需求原型在下方链接中的UPI三期需求（ARB的需求会另外补充个禅道需求）
https://beck666888.github.io/ar-upi-docs/ar_upi_docs_index.html


<img src=““{5768.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-03-24 18:00:36","peggy","2025-03-24 18:00:36","","","","","","","beck","2025-03-24 18:23:28","","","","",""
"823","老彩票迭代需求(#14)","","","","运营","技术客服转运营需求","【前端】绑定钱包JAZZCASH时账号字段限定只能输入数字","【前端】绑定钱包JAZZCASH时账号字段限定只能输入数字","1、其他钱包不受影响，账号仍然可以字母+数字
2、AZZCASH钱包，账号字段限定只能输入数字","","3","","激活","已立项","功能","","","","tiger","2025-03-27 12:53:12","peggy","2025-03-27 12:53:32","","","","","","","tiger","2025-03-27 18:27:44","","","","",""
"826","老彩票迭代需求(#14)","","","","","","【后端】飞机推送充值数据优化","三方名称从只显示“前台名称” - 》 “映射吗+ID”","","","3","","激活","研发完毕","功能","1","","","beck","2025-03-31 19:23:36","damon","2025-03-31 19:23:36","","","","","","","","","","","","",""
"827","老彩票迭代需求(#14)","","","","","","[前端]raja新版面首页的导航条样式优化","<img src=““{5836.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-04-01 13:38:23","","","","","","","","","","","","","","",""
"828","老彩票迭代需求(#14)","","","","","","[ ARB ] ARB提现引导奖励","需求以以下文档为准!


https://beck666888.github.io/ar-upi-docs/lottery_docs_index.html ","","","2","","激活","研发完毕","功能","2","","","beck","2025-04-01 18:09:22","","","","","","","","","","","","","","",""
"829","老彩票迭代需求(#14)","","","","","","[前端]充值页面优化","充值页面优化,具体需求以下方文档中的为准!

https://beck666888.github.io/ar-upi-docs/lottery_docs_index.html ","","","2","","激活","研发完毕","功能","2","","","beck","2025-04-01 18:13:12","","","","","","","","","","","","","","",""
